customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
14784,27,2,289.99,4,2,2,422,Potential Loyalists
13984,27,5,920.51,4,4,3,443,Loyal Customers
13603,27,1,164.34,4,1,1,411,Others
13451,27,5,2976.15,4,4,5,445,Champions
17838,27,5,2779.30,4,4,5,445,Champions
18069,27,5,2036.67,4,4,4,444,Loyal Customers
16898,27,3,508.81,4,3,3,433,Potential Loyalists
16720,27,1,155.24,4,1,1,411,Others
13450,27,6,2043.72,4,5,4,454,Loyal Customers
14382,27,1,626.07,4,1,3,413,Others
17720,27,4,1195.94,4,4,4,444,Loyal Customers
15429,27,2,397.35,4,3,2,432,Potential Loyalists
12508,27,2,398.27,4,3,2,432,Potential Loyalists
14487,27,6,1196.33,4,5,4,454,Loyal Customers
16571,27,3,1421.69,4,3,4,434,Potential Loyalists
14499,27,3,815.32,4,4,3,443,Loyal Customers
12867,27,7,4036.82,4,5,5,455,Champions
17287,27,7,1064.11,4,5,4,454,Loyal Customers
17790,27,14,1965.55,4,5,4,454,Loyal Customers
14661,27,1,107.95,4,2,1,421,Potential Loyalists
17211,27,8,2317.22,4,5,5,455,Champions
12865,27,2,1568.23,4,3,4,434,Potential Loyalists
15599,27,2,761.74,4,3,3,433,Potential Loyalists
14882,27,2,589.70,4,3,3,433,Potential Loyalists
16560,27,2,841.41,4,3,3,433,Potential Loyalists
13700,27,10,2265.12,4,5,5,455,Champions
14227,27,10,3350.96,4,5,5,455,Champions
16416,27,3,1051.40,4,4,4,444,Loyal Customers
13146,27,1,228.91,4,1,1,411,Others
16930,27,3,380.55,4,4,2,442,Loyal Customers
13379,27,3,572.56,4,4,3,443,Loyal Customers
14044,27,4,652.82,4,4,3,443,Loyal Customers
14862,26,2,841.20,4,3,3,433,Potential Loyalists
12689,26,2,1247.61,4,3,4,434,Potential Loyalists
17658,26,2,595.42,4,3,3,433,Potential Loyalists
17235,26,2,550.06,4,3,3,433,Potential Loyalists
16478,26,3,331.00,4,3,2,432,Potential Loyalists
18263,26,3,1213.16,4,3,4,434,Potential Loyalists
16303,26,3,5360.63,4,3,5,435,Potential Loyalists
17081,26,2,290.16,4,2,2,422,Potential Loyalists
16519,26,2,215.08,4,2,1,421,Potential Loyalists
12642,26,3,1013.26,4,4,4,444,Loyal Customers
15863,26,2,68.84,4,2,1,421,Potential Loyalists
16207,26,1,394.38,4,2,2,422,Potential Loyalists
17044,26,1,948.48,4,2,4,424,Potential Loyalists
15781,26,3,345.46,4,4,2,442,Loyal Customers
15050,26,3,1782.09,4,4,4,444,Loyal Customers
12938,26,1,114.14,4,2,1,421,Potential Loyalists
14902,26,1,332.66,4,2,2,422,Potential Loyalists
13835,26,4,834.57,4,4,3,443,Loyal Customers
17793,26,1,323.04,4,2,2,422,Potential Loyalists
18117,26,1,320.72,4,2,2,422,Potential Loyalists
15168,26,1,106.56,4,2,1,421,Potential Loyalists
14953,26,1,289.82,4,2,2,422,Potential Loyalists
17538,26,1,98.42,4,2,1,421,Potential Loyalists
15532,26,4,1580.93,4,4,4,444,Loyal Customers
13577,26,4,1687.60,4,4,4,444,Loyal Customers
16936,26,1,262.68,4,2,2,422,Potential Loyalists
15681,26,5,1426.16,4,4,4,444,Loyal Customers
14684,26,5,1236.28,4,4,4,444,Loyal Customers
18211,26,5,600.07,4,4,3,443,Loyal Customers
15458,26,1,161.64,4,1,1,411,Others
15203,26,6,1827.80,4,5,4,454,Loyal Customers
14530,26,6,2925.91,4,5,5,455,Champions
13549,26,7,918.20,4,5,3,453,Loyal Customers
18082,26,1,703.37,4,1,3,413,Others
16504,26,1,484.38,4,1,2,412,Others
17663,26,7,1802.91,4,5,4,454,Loyal Customers
15365,26,7,2314.32,4,5,5,455,Champions
12374,26,1,742.93,4,1,3,413,Others
14494,26,1,139.56,4,1,1,411,Others
15660,26,9,1600.86,4,5,4,454,Loyal Customers
12428,26,9,7956.46,4,5,5,455,Champions
15058,26,11,2124.99,4,5,5,455,Champions
17652,26,12,4867.72,4,5,5,455,Champions
15125,26,15,11528.48,4,5,5,455,Champions
15291,26,15,4668.30,4,5,5,455,Champions
14680,26,16,28754.11,4,5,5,455,Champions
12890,25,1,380.47,4,2,2,422,Potential Loyalists
17564,25,3,454.01,4,4,2,442,Loyal Customers
14640,25,6,2125.08,4,5,5,455,Champions
16341,25,4,1971.87,4,4,4,444,Loyal Customers
14533,25,7,1949.72,4,5,4,454,Loyal Customers
16423,25,1,346.12,4,2,2,422,Potential Loyalists
12883,25,4,703.47,4,4,3,443,Loyal Customers
15582,25,3,682.91,4,3,3,433,Potential Loyalists
14522,25,4,974.54,4,4,4,444,Loyal Customers
17510,25,1,308.48,4,2,2,422,Potential Loyalists
18259,25,3,2338.60,4,4,5,445,Champions
14714,25,1,160.19,4,1,1,411,Others
18043,25,3,559.51,4,4,3,443,Loyal Customers
13058,25,3,271.40,4,3,2,432,Potential Loyalists
17314,25,8,2527.92,4,5,5,455,Champions
17220,25,14,3198.25,4,5,5,455,Champions
12415,25,21,124914.53,4,5,5,455,Champions
17974,25,3,740.79,4,4,3,443,Loyal Customers
14853,25,2,475.80,4,3,2,432,Potential Loyalists
15720,25,1,598.73,4,1,3,413,Others
14725,25,1,718.08,4,1,3,413,Others
15679,25,4,781.28,4,4,3,443,Loyal Customers
18123,25,2,589.44,4,3,3,433,Potential Loyalists
14666,25,1,195.25,4,1,1,411,Others
13692,25,3,1488.32,4,3,4,434,Potential Loyalists
13455,25,2,1058.34,4,3,4,434,Potential Loyalists
17777,25,3,665.86,4,3,3,433,Potential Loyalists
13066,25,2,470.80,4,3,2,432,Potential Loyalists
13846,25,3,865.06,4,3,3,433,Potential Loyalists
15981,25,8,3408.48,4,5,5,455,Champions
15524,25,1,440.00,4,1,2,412,Others
14544,25,2,2024.45,4,3,4,434,Potential Loyalists
12933,25,3,607.53,4,4,3,443,Loyal Customers
18181,25,1,382.80,4,2,2,422,Potential Loyalists
13735,25,4,2885.24,4,4,5,445,Champions
15419,25,1,135.86,4,1,1,411,Others
12676,25,6,1331.39,4,5,4,454,Loyal Customers
13236,25,2,744.85,4,3,3,433,Potential Loyalists
16557,25,2,281.85,4,2,2,422,Potential Loyalists
13614,25,4,1610.46,4,4,4,444,Loyal Customers
17540,25,2,578.90,4,3,3,433,Potential Loyalists
17357,25,2,388.14,4,3,2,432,Potential Loyalists
13410,25,5,1003.06,4,4,4,444,Loyal Customers
17153,25,1,213.78,4,1,1,411,Others
15758,25,1,205.25,4,1,1,411,Others
16240,25,2,3718.80,4,3,5,435,Potential Loyalists
14715,25,4,867.38,4,4,3,443,Loyal Customers
15556,25,1,279.77,4,2,2,422,Potential Loyalists
15955,25,14,4416.26,4,5,5,455,Champions
13632,25,5,2121.27,4,4,5,445,Champions
14057,24,17,6217.96,4,5,5,455,Champions
17896,24,1,256.32,4,2,2,422,Potential Loyalists
18246,24,2,596.10,4,3,3,433,Potential Loyalists
16809,24,5,914.69,4,4,3,443,Loyal Customers
14426,24,10,4481.67,4,5,5,455,Champions
14851,24,2,511.35,4,3,3,433,Potential Loyalists
12731,24,12,18895.91,4,5,5,455,Champions
14507,24,6,1383.18,4,5,4,454,Loyal Customers
14626,24,4,2791.27,4,4,5,445,Champions
15584,24,4,725.11,4,4,3,443,Loyal Customers
18059,24,3,306.46,4,3,2,432,Potential Loyalists
12993,24,4,414.76,4,4,2,442,Loyal Customers
13575,24,5,732.07,4,4,3,443,Loyal Customers
18006,24,1,444.68,4,1,2,412,Others
16804,24,3,536.99,4,3,3,433,Potential Loyalists
13816,24,2,571.67,4,3,3,433,Potential Loyalists
13285,24,4,2709.12,4,4,5,445,Champions
16916,24,2,576.26,4,3,3,433,Potential Loyalists
17680,24,1,184.40,4,1,1,411,Others
12640,24,3,1174.58,4,3,4,434,Potential Loyalists
13500,24,3,1166.77,4,3,4,434,Potential Loyalists
18075,24,10,2611.75,4,5,5,455,Champions
15900,24,1,351.11,4,2,2,422,Potential Loyalists
15110,24,4,996.10,4,4,4,444,Loyal Customers
13939,24,3,568.55,4,4,3,443,Loyal Customers
13894,24,3,564.62,4,4,3,443,Loyal Customers
14948,24,6,1101.97,4,5,4,454,Loyal Customers
17596,24,7,2827.93,4,5,5,455,Champions
17377,24,20,4100.92,4,5,5,455,Champions
16008,24,3,478.78,4,3,2,432,Potential Loyalists
13449,24,1,291.88,4,2,2,422,Potential Loyalists
13131,24,3,1073.30,4,4,4,444,Loyal Customers
15805,24,17,5528.48,4,5,5,455,Champions
16204,24,1,405.71,4,1,2,412,Others
14286,24,3,4628.75,4,3,5,435,Potential Loyalists
13926,24,1,223.85,4,1,1,411,Others
15269,24,1,408.80,4,1,2,412,Others
16669,24,3,1374.87,4,3,4,434,Potential Loyalists
16855,24,2,328.40,4,2,2,422,Potential Loyalists
13629,24,11,7792.36,4,5,5,455,Champions
16469,24,4,650.43,4,4,3,443,Loyal Customers
16999,24,2,484.82,4,3,2,432,Potential Loyalists
16245,24,3,1413.66,4,3,4,434,Potential Loyalists
18167,24,3,1384.86,4,3,4,434,Potential Loyalists
14898,24,6,1303.52,4,5,4,454,Loyal Customers
15967,24,2,418.83,4,3,2,432,Potential Loyalists
16085,24,5,981.51,4,4,4,444,Loyal Customers
16717,24,6,3858.38,4,5,5,455,Champions
17198,24,3,692.22,4,3,3,433,Potential Loyalists
13447,24,3,1129.14,4,4,4,444,Loyal Customers
12626,24,9,6620.48,4,5,5,455,Champions
12500,24,11,4257.82,4,5,5,455,Champions
12991,24,2,503.76,4,3,3,433,Potential Loyalists
12910,24,8,3075.04,4,5,5,455,Champions
15051,24,3,1391.61,4,3,4,434,Potential Loyalists
17549,24,2,148.86,4,2,1,421,Potential Loyalists
15432,24,1,171.19,4,1,1,411,Others
17368,24,8,1912.67,4,5,4,454,Loyal Customers
15657,23,1,30.00,4,2,1,421,Potential Loyalists
17613,23,14,4559.15,4,5,5,455,Champions
15864,23,6,1936.32,4,5,4,454,Loyal Customers
12847,23,1,871.54,4,1,3,413,Others
14234,23,4,775.46,4,4,3,443,Loyal Customers
16186,23,12,4006.94,4,5,5,455,Champions
15983,23,4,1475.02,4,4,4,444,Loyal Customers
14362,23,1,161.20,4,1,1,411,Others
17330,23,2,363.90,4,3,2,432,Potential Loyalists
16869,23,4,825.42,4,4,3,443,Loyal Customers
17461,23,3,757.46,4,3,3,433,Potential Loyalists
14508,23,2,276.42,4,2,2,422,Potential Loyalists
15811,23,6,2218.62,4,5,5,455,Champions
17985,23,1,634.95,4,1,3,413,Others
12445,23,1,133.40,4,1,1,411,Others
15287,23,2,486.69,4,3,2,432,Potential Loyalists
13313,23,5,1555.32,4,4,4,444,Loyal Customers
17080,23,2,287.62,4,2,2,422,Potential Loyalists
12567,23,10,9401.28,4,5,5,455,Champions
16656,23,15,8625.80,4,5,5,455,Champions
12406,23,2,3415.30,4,3,5,435,Potential Loyalists
17799,23,10,3055.93,4,5,5,455,Champions
13871,23,13,6403.25,4,5,5,455,Champions
15506,23,3,979.26,4,4,4,444,Loyal Customers
15267,23,5,1717.36,4,4,4,444,Loyal Customers
14416,23,2,490.22,4,3,2,432,Potential Loyalists
12356,23,3,2811.43,4,4,5,445,Champions
15529,23,11,3995.23,4,5,5,455,Champions
13028,23,2,661.32,4,3,3,433,Potential Loyalists
13308,23,3,1385.51,4,3,4,434,Potential Loyalists
17095,23,3,1324.16,4,3,4,434,Potential Loyalists
15081,23,5,504.80,4,4,3,443,Loyal Customers
16070,23,2,852.15,4,3,3,433,Potential Loyalists
13160,23,1,91.80,4,2,1,421,Potential Loyalists
14034,23,3,651.82,4,3,3,433,Potential Loyalists
12449,23,4,4067.29,4,4,5,445,Champions
12647,23,12,3722.82,4,5,5,455,Champions
17716,23,11,5655.99,4,5,5,455,Champions
16638,23,10,1680.72,4,5,4,454,Loyal Customers
12539,23,4,5568.35,4,4,5,445,Champions
15489,23,3,1134.28,4,3,4,434,Potential Loyalists
17797,23,3,780.43,4,3,3,433,Potential Loyalists
16042,23,5,1197.27,4,4,4,444,Loyal Customers
12610,23,5,2099.54,4,4,5,445,Champions
13815,23,4,4027.36,4,4,5,445,Champions
18221,23,5,1041.61,4,4,4,444,Loyal Customers
14112,23,7,2915.15,4,5,5,455,Champions
12753,23,6,21429.39,4,5,5,455,Champions
12481,23,10,5596.32,4,5,5,455,Champions
16531,23,7,1244.59,4,5,4,454,Loyal Customers
13138,23,6,962.39,4,5,4,454,Loyal Customers
14332,23,3,866.31,4,3,3,433,Potential Loyalists
16871,23,6,2812.34,4,5,5,455,Champions
17397,23,2,696.41,4,3,3,433,Potential Loyalists
12477,23,6,13219.74,4,5,5,455,Champions
12997,23,4,1226.89,4,4,4,444,Loyal Customers
15563,23,4,1400.44,4,4,4,444,Loyal Customers
17147,23,4,1714.59,4,4,4,444,Loyal Customers
13828,23,1,209.49,4,1,1,411,Others
15124,23,2,184.19,4,2,1,421,Potential Loyalists
17828,23,4,1820.09,4,4,4,444,Loyal Customers
16298,23,3,598.20,4,4,3,443,Loyal Customers
15435,23,1,149.29,4,1,1,411,Others
16009,23,4,992.71,4,4,4,444,Loyal Customers
12380,22,4,2724.81,4,4,5,445,Champions
14342,22,4,668.56,4,4,3,443,Loyal Customers
14820,22,4,507.29,4,4,3,443,Loyal Customers
17621,22,3,1379.90,4,3,4,434,Potential Loyalists
14434,22,6,1372.80,4,5,4,454,Loyal Customers
13171,22,3,468.41,4,3,2,432,Potential Loyalists
13516,22,3,1389.41,4,3,4,434,Potential Loyalists
18034,22,2,422.88,4,3,2,432,Potential Loyalists
16279,22,3,1509.58,4,3,4,434,Potential Loyalists
16350,22,4,1116.47,4,4,4,444,Loyal Customers
17159,22,3,1538.88,4,3,4,434,Potential Loyalists
17286,22,1,153.92,4,1,1,411,Others
15933,22,3,1107.46,4,4,4,444,Loyal Customers
16924,22,3,846.75,4,3,3,433,Potential Loyalists
14849,22,25,7930.54,4,5,5,455,Champions
12427,22,3,825.80,4,3,3,433,Potential Loyalists
16945,22,19,4345.50,4,5,5,455,Champions
16463,22,4,1422.40,4,4,4,444,Loyal Customers
17961,22,39,1296.44,4,5,4,454,Loyal Customers
12444,22,5,5005.46,4,4,5,445,Champions
14903,22,5,2810.63,4,4,5,445,Champions
15530,22,4,1502.35,4,4,4,444,Loyal Customers
17779,22,3,658.57,4,3,3,433,Potential Loyalists
12603,22,1,739.20,4,1,3,413,Others
12931,22,15,42055.96,4,5,5,455,Champions
13117,22,8,984.91,4,5,4,454,Loyal Customers
17650,22,1,166.08,4,1,1,411,Others
17888,22,8,726.05,4,5,3,453,Loyal Customers
12578,22,2,2794.51,4,3,5,435,Potential Loyalists
13941,22,5,5112.96,4,4,5,445,Champions
17163,22,2,293.10,4,2,2,422,Potential Loyalists
13880,22,13,3219.77,4,5,5,455,Champions
17760,22,2,287.59,4,2,2,422,Potential Loyalists
17063,22,7,1461.14,4,5,4,454,Loyal Customers
14285,22,4,1910.01,4,4,4,444,Loyal Customers
12391,22,1,460.89,4,1,2,412,Others
12618,22,1,177.31,4,1,1,411,Others
12498,22,3,403.70,4,3,2,432,Potential Loyalists
15368,22,1,446.94,4,1,2,412,Others
13094,22,12,1927.32,4,5,4,454,Loyal Customers
14641,22,1,110.46,4,2,1,421,Potential Loyalists
14593,22,3,617.99,4,3,3,433,Potential Loyalists
17301,22,1,197.63,4,1,1,411,Others
16414,22,2,126.25,4,2,1,421,Potential Loyalists
15494,22,2,1299.23,4,3,4,434,Potential Loyalists
14793,22,1,228.99,4,1,1,411,Others
13962,22,2,169.55,4,2,1,421,Potential Loyalists
17904,22,1,191.67,4,1,1,411,Others
16511,22,3,950.26,4,4,4,444,Loyal Customers
15088,22,2,1160.07,4,3,4,434,Potential Loyalists
16293,22,10,2248.99,4,5,5,455,Champions
18061,22,10,2119.41,4,5,5,455,Champions
16134,22,2,618.09,4,3,3,433,Potential Loyalists
13960,22,2,230.22,4,2,1,421,Potential Loyalists
18110,20,1,236.30,4,1,1,411,Others
14525,20,9,4332.20,4,5,5,455,Champions
14359,20,3,912.18,4,3,3,433,Potential Loyalists
17425,20,2,759.17,4,3,3,433,Potential Loyalists
17738,20,4,1879.05,4,4,4,444,Loyal Customers
17758,20,8,3456.70,4,5,5,455,Champions
14860,20,1,170.32,4,1,1,411,Others
15426,20,5,1447.39,4,4,4,444,Loyal Customers
12523,20,11,1789.77,4,5,4,454,Loyal Customers
15533,20,3,807.57,4,4,3,443,Loyal Customers
14159,20,11,4693.01,4,5,5,455,Champions
16212,20,2,690.34,4,3,3,433,Potential Loyalists
18040,20,2,357.20,4,2,2,422,Potential Loyalists
16784,20,1,107.60,4,2,1,421,Potential Loyalists
17561,20,1,167.62,4,1,1,411,Others
13832,20,1,52.20,4,1,1,411,Others
12597,20,4,3811.22,4,4,5,445,Champions
15906,20,7,1567.69,4,5,4,454,Loyal Customers
16666,20,1,118.98,4,2,1,421,Potential Loyalists
14157,20,2,432.88,4,3,2,432,Potential Loyalists
17555,20,2,483.26,4,3,2,432,Potential Loyalists
13565,20,2,240.22,4,2,1,421,Potential Loyalists
15745,20,4,1094.59,4,4,4,444,Loyal Customers
17636,20,1,285.56,4,2,2,422,Potential Loyalists
14052,20,1,225.36,4,1,1,411,Others
12540,20,17,13400.24,4,5,5,455,Champions
15044,20,17,7700.23,4,5,5,455,Champions
16762,20,3,1501.38,4,3,4,434,Potential Loyalists
18127,20,3,348.73,4,4,2,442,Loyal Customers
15850,20,2,238.85,4,2,1,421,Potential Loyalists
15465,20,18,7354.62,4,5,5,455,Champions
14950,20,1,371.20,4,2,2,422,Potential Loyalists
17387,20,2,784.11,4,3,3,433,Potential Loyalists
15988,20,1,158.03,4,1,1,411,Others
14477,20,4,1309.60,4,4,4,444,Loyal Customers
17384,20,2,336.40,4,2,2,422,Potential Loyalists
15963,20,2,470.76,4,3,2,432,Potential Loyalists
12702,20,1,219.00,4,1,1,411,Others
12778,20,6,822.23,4,5,3,453,Loyal Customers
13200,20,4,870.09,4,4,3,443,Loyal Customers
16533,20,3,1095.56,4,4,4,444,Loyal Customers
13118,20,5,1197.81,4,4,4,444,Loyal Customers
16399,20,2,408.57,4,3,2,432,Potential Loyalists
14595,20,6,1740.60,4,5,4,454,Loyal Customers
16710,20,10,2483.04,4,5,5,455,Champions
13142,20,1,307.09,4,2,2,422,Potential Loyalists
15919,20,2,639.89,4,3,3,433,Potential Loyalists
14664,20,2,637.89,4,3,3,433,Potential Loyalists
14116,20,5,1382.74,4,4,4,444,Loyal Customers
13427,20,3,582.60,4,4,3,443,Loyal Customers
14984,20,2,213.27,4,2,1,421,Potential Loyalists
14553,20,5,859.27,4,4,3,443,Loyal Customers
14502,20,11,2470.67,4,5,5,455,Champions
16506,20,2,90.30,4,2,1,421,Potential Loyalists
13988,20,6,4147.96,4,5,5,455,Champions
13212,20,3,788.08,4,3,3,433,Potential Loyalists
16411,20,2,214.65,4,2,1,421,Potential Loyalists
14881,20,1,255.40,4,2,2,422,Potential Loyalists
12395,20,12,3018.63,4,5,5,455,Champions
16464,20,3,1314.68,4,3,4,434,Potential Loyalists
12658,19,1,686.05,4,1,3,413,Others
17227,19,6,939.32,4,5,3,453,Loyal Customers
14300,19,1,43.20,4,1,1,411,Others
13673,19,2,396.92,4,3,2,432,Potential Loyalists
15857,19,1,297.00,4,2,2,422,Potential Loyalists
15738,19,16,4812.42,4,5,5,455,Champions
12984,19,1,97.50,4,2,1,421,Potential Loyalists
14449,19,4,907.10,4,4,3,443,Loyal Customers
16713,19,15,6923.13,4,5,5,455,Champions
13430,19,2,679.45,4,3,3,433,Potential Loyalists
13823,19,2,957.66,4,3,4,434,Potential Loyalists
17100,19,2,971.74,4,3,4,434,Potential Loyalists
17625,19,4,2047.00,4,4,4,444,Loyal Customers
12349,19,1,1757.55,4,1,4,414,Others
13167,19,4,791.33,4,4,3,443,Loyal Customers
15676,19,3,3435.76,4,4,5,445,Champions
14551,19,2,186.23,4,2,1,421,Potential Loyalists
13739,19,1,216.90,4,1,1,411,Others
14198,19,4,701.40,4,4,3,443,Loyal Customers
17664,19,2,604.64,4,3,3,433,Potential Loyalists
17010,19,1,195.36,4,1,1,411,Others
12462,19,2,1189.59,4,3,4,434,Potential Loyalists
15179,19,5,2206.95,4,4,5,445,Champions
18080,19,2,1231.50,4,3,4,434,Potential Loyalists
12795,19,1,430.48,4,1,2,412,Others
13189,19,2,260.68,4,2,2,422,Potential Loyalists
15567,19,1,186.01,4,1,1,411,Others
14587,19,9,1601.14,4,5,4,454,Loyal Customers
17253,19,1,178.26,4,1,1,411,Others
16139,19,3,635.41,4,3,3,433,Potential Loyalists
13862,19,8,2209.36,4,5,5,455,Champions
12904,19,2,509.58,4,3,3,433,Potential Loyalists
14030,19,8,2360.09,4,5,5,455,Champions
13971,19,8,2758.26,4,5,5,455,Champions
15132,19,5,977.93,4,4,4,444,Loyal Customers
15527,19,8,2429.78,4,5,5,455,Champions
14447,19,5,1163.23,4,4,4,444,Loyal Customers
15163,19,2,304.47,4,2,2,422,Potential Loyalists
16406,19,1,163.07,4,1,1,411,Others
15115,19,1,340.11,4,2,2,422,Potential Loyalists
15105,19,7,2298.93,4,5,5,455,Champions
12504,19,2,482.05,4,3,2,432,Potential Loyalists
16366,19,1,327.30,4,2,2,422,Potential Loyalists
13282,19,3,1132.14,4,3,4,434,Potential Loyalists
15093,19,6,4597.02,4,4,5,445,Champions
15645,19,1,612.01,4,1,3,413,Others
13246,19,6,1987.30,4,5,4,454,Loyal Customers
14482,19,6,2068.15,4,5,5,455,Champions
14883,19,6,761.59,4,5,3,453,Loyal Customers
17432,19,2,365.76,4,3,2,432,Potential Loyalists
15671,19,7,2657.13,4,5,5,455,Champions
16369,19,3,1553.66,4,3,4,434,Potential Loyalists
14505,18,8,5905.64,4,5,5,455,Champions
15150,18,10,5314.47,4,5,5,455,Champions
16352,18,2,494.44,4,3,3,433,Potential Loyalists
16607,18,14,3347.71,4,5,5,455,Champions
12656,18,5,4051.17,4,4,5,445,Champions
16164,18,3,822.48,4,3,3,433,Potential Loyalists
17338,18,8,6643.93,4,5,5,455,Champions
13499,18,5,1159.11,4,4,4,444,Loyal Customers
13488,18,13,8968.31,4,5,5,455,Champions
14329,18,7,5014.84,4,5,5,455,Champions
14768,18,2,192.60,4,2,1,421,Potential Loyalists
17324,18,4,990.23,4,4,4,444,Loyal Customers
15845,18,8,3711.77,4,5,5,455,Champions
13268,18,11,3214.69,4,5,5,455,Champions
12483,18,8,2484.98,4,5,5,455,Champions
16722,18,13,4730.81,4,5,5,455,Champions
17759,18,3,834.99,4,3,3,433,Potential Loyalists
13247,18,4,501.12,4,4,3,443,Loyal Customers
16365,18,9,1540.42,4,5,4,454,Loyal Customers
14467,18,4,598.76,4,4,3,443,Loyal Customers
16311,18,2,616.26,4,3,3,433,Potential Loyalists
13569,18,2,373.75,4,3,2,432,Potential Loyalists
14424,18,1,322.08,4,2,2,422,Potential Loyalists
18139,18,6,8438.34,4,5,5,455,Champions
17360,18,3,585.79,4,4,3,443,Loyal Customers
12586,18,1,196.94,4,1,1,411,Others
16107,18,7,3204.16,4,5,5,455,Champions
17075,18,4,834.12,4,4,3,443,Loyal Customers
15965,18,4,845.64,4,4,3,443,Loyal Customers
13681,18,4,827.83,4,4,3,443,Loyal Customers
17297,18,1,131.78,4,1,1,411,Others
16655,18,6,3794.52,4,5,5,455,Champions
12936,18,4,1063.90,4,4,4,444,Loyal Customers
14515,18,6,2102.09,4,5,5,455,Champions
14657,18,4,848.22,4,4,3,443,Loyal Customers
15497,18,2,1262.20,4,3,4,434,Potential Loyalists
16261,18,4,746.83,4,4,3,443,Loyal Customers
16330,18,3,251.91,4,4,2,442,Loyal Customers
16956,18,1,308.74,4,2,2,422,Potential Loyalists
16422,18,51,34684.40,4,5,5,455,Champions
13363,18,2,992.50,4,3,4,434,Potential Loyalists
17519,18,6,1844.02,4,5,4,454,Loyal Customers
13456,18,6,1766.72,4,5,4,454,Loyal Customers
15699,18,1,309.65,4,2,2,422,Potential Loyalists
15634,18,1,243.55,4,1,1,411,Others
15106,18,5,1422.52,4,4,4,444,Loyal Customers
14834,18,6,1720.30,4,5,4,454,Loyal Customers
17155,18,2,251.70,4,2,2,422,Potential Loyalists
13403,18,1,75.00,4,1,1,411,Others
17371,18,3,423.89,4,3,2,432,Potential Loyalists
17500,18,3,1138.00,4,3,4,434,Potential Loyalists
13238,18,4,700.73,4,4,3,443,Loyal Customers
15977,18,2,1054.73,4,3,4,434,Potential Loyalists
13986,18,1,320.46,4,2,2,422,Potential Loyalists
14297,18,4,1305.33,4,4,4,444,Loyal Customers
14506,18,5,2012.17,4,4,4,444,Loyal Customers
15116,18,4,1352.75,4,4,4,444,Loyal Customers
12465,18,2,742.19,4,3,3,433,Potential Loyalists
12474,18,18,7375.79,4,5,5,455,Champions
15971,18,12,4199.85,4,5,5,455,Champions
12775,18,5,1386.04,4,4,4,444,Loyal Customers
17073,18,4,1446.09,4,4,4,444,Loyal Customers
16748,18,5,1515.90,4,4,4,444,Loyal Customers
16532,18,3,6748.80,4,3,5,435,Potential Loyalists
13322,18,1,199.48,4,1,1,411,Others
17600,18,1,161.67,4,1,1,411,Others
13940,18,4,839.14,4,4,3,443,Loyal Customers
16633,18,6,2883.10,4,5,5,455,Champions
16985,18,10,5464.12,4,5,5,455,Champions
17453,18,2,486.72,4,3,2,432,Potential Loyalists
18249,18,1,95.34,4,2,1,421,Potential Loyalists
12920,18,1,164.23,4,1,1,411,Others
17659,18,12,2999.46,4,5,5,455,Champions
16128,18,5,1880.22,4,4,4,444,Loyal Customers
14733,17,12,9585.91,4,5,5,455,Champions
15393,17,2,231.86,4,2,1,421,Potential Loyalists
14099,17,11,3104.17,4,5,5,455,Champions
17725,17,11,3439.08,4,5,5,455,Champions
16653,17,2,1212.66,4,3,4,434,Potential Loyalists
16670,17,11,4095.90,4,5,5,455,Champions
13174,17,3,2817.03,4,4,5,445,Champions
13742,17,12,3131.02,4,5,5,455,Champions
17410,17,5,1214.72,4,4,4,444,Loyal Customers
13502,17,3,292.00,4,3,2,432,Potential Loyalists
13644,17,4,2624.26,4,4,5,445,Champions
15398,17,2,1345.53,4,3,4,434,Potential Loyalists
17700,17,4,2534.64,4,4,5,445,Champions
12619,17,9,3641.24,4,5,5,455,Champions
14049,17,4,5681.72,4,4,5,445,Champions
13350,17,2,979.12,4,3,4,434,Potential Loyalists
12557,17,5,11990.96,4,4,5,445,Champions
16185,17,2,529.41,4,3,3,433,Potential Loyalists
15916,17,8,1528.09,4,5,4,454,Loyal Customers
17809,17,12,5411.91,4,5,5,455,Champions
14581,17,1,138.60,4,1,1,411,Others
15814,17,4,1945.33,4,4,4,444,Loyal Customers
15253,17,5,918.20,4,4,3,443,Loyal Customers
15901,17,3,363.88,4,4,2,442,Loyal Customers
18084,17,1,90.48,4,2,1,421,Potential Loyalists
14334,17,8,2552.21,4,5,5,455,Champions
17469,17,5,1870.97,4,4,4,444,Loyal Customers
17135,17,7,1139.73,4,5,4,454,Loyal Customers
16900,17,3,887.11,4,3,3,433,Potential Loyalists
16255,17,8,2619.91,4,5,5,455,Champions
17463,17,5,1896.41,4,4,4,444,Loyal Customers
14336,17,4,1614.91,4,4,4,444,Loyal Customers
16066,17,5,1521.87,4,4,4,444,Loyal Customers
16079,17,3,1352.00,4,3,4,434,Potential Loyalists
16057,17,7,2263.12,4,5,5,455,Champions
13139,17,7,5064.94,4,5,5,455,Champions
15743,17,4,784.46,4,4,3,443,Loyal Customers
16020,17,3,851.01,4,3,3,433,Potential Loyalists
16660,17,4,1267.65,4,4,4,444,Loyal Customers
14675,17,1,604.75,4,1,3,413,Others
14912,17,2,867.85,4,3,3,433,Potential Loyalists
